id,activityhour,steptotal,totalintensity,averageintensity,calories
1503960366,2016-04-15 23:00:00.000000,2768,95,1.583333,182
1503960366,2016-04-16 00:00:00.000000,459,15,0.25,77
1503960366,2016-04-16 01:00:00.000000,0,0,0,48
1503960366,2016-04-16 02:00:00.000000,63,3,0.05,52
1503960366,2016-04-16 03:00:00.000000,6,1,0.016667,48
1503960366,2016-04-16 04:00:00.000000,6,1,0.016667,49
1503960366,2016-04-16 05:00:00.000000,12,1,0.016667,49
1503960366,2016-04-16 06:00:00.000000,0,0,0,48
1503960366,2016-04-16 07:00:00.000000,101,4,0.066667,54
1503960366,2016-04-16 08:00:00.000000,175,9,0.15,62
1503960366,2016-04-16 09:00:00.000000,1181,38,0.633333,124
1503960366,2016-04-16 10:00:00.000000,1295,14,0.233333,110
1503960366,2016-04-16 11:00:00.000000,2043,30,0.5,147
1503960366,2016-04-16 12:00:00.000000,1513,42,0.7,119
1503960366,2016-04-16 13:00:00.000000,3616,90,1.5,214
1503960366,2016-04-16 14:00:00.000000,580,20,0.333333,82
1503960366,2016-04-16 15:00:00.000000,0,0,0,51
1503960366,2016-04-16 16:00:00.000000,15,2,0.033333,54
1503960366,2016-04-16 17:00:00.000000,380,17,0.283333,79
1503960366,2016-04-16 18:00:00.000000,96,10,0.166667,65
1503960366,2016-04-16 19:00:00.000000,146,12,0.2,67
1503960366,2016-04-16 20:00:00.000000,385,19,0.316667,81
1503960366,2016-04-16 21:00:00.000000,463,13,0.216667,75
1503960366,2016-04-16 22:00:00.000000,42,3,0.05,55
1503960366,2016-04-16 23:00:00.000000,92,5,0.083333,56
1503960366,2016-04-17 00:00:00.000000,0,0,0,47
1503960366,2016-04-17 01:00:00.000000,0,0,0,48
1503960366,2016-04-17 02:00:00.000000,0,0,0,47
1503960366,2016-04-17 03:00:00.000000,8,1,0.016667,49
1503960366,2016-04-17 04:00:00.000000,0,0,0,48
1503960366,2016-04-17 05:00:00.000000,0,0,0,48
1503960366,2016-04-17 06:00:00.000000,0,0,0,48
1503960366,2016-04-17 07:00:00.000000,0,0,0,48
1503960366,2016-04-17 08:00:00.000000,0,0,0,48
1503960366,2016-04-17 09:00:00.000000,0,0,0,48
1503960366,2016-04-17 10:00:00.000000,0,0,0,47
1503960366,2016-04-17 11:00:00.000000,84,9,0.15,63
1503960366,2016-04-17 12:00:00.000000,260,18,0.3,76
1503960366,2016-04-17 13:00:00.000000,402,23,0.383333,83
1503960366,2016-04-17 14:00:00.000000,252,10,0.166667,69
1503960366,2016-04-17 15:00:00.000000,191,13,0.216667,73
1503960366,2016-04-17 16:00:00.000000,13,2,0.033333,57
1503960366,2016-04-17 17:00:00.000000,2613,71,1.183333,174
1503960366,2016-04-17 18:00:00.000000,1616,39,0.65,136
1503960366,2016-04-17 19:00:00.000000,754,24,0.4,95
1503960366,2016-04-17 20:00:00.000000,2955,87,1.45,191
1503960366,2016-04-17 21:00:00.000000,487,16,0.266667,79
1503960366,2016-04-17 22:00:00.000000,70,5,0.083333,58
1503960366,2016-04-17 23:00:00.000000,0,0,0,50
1503960366,2016-04-18 00:00:00.000000,416,21,0.35,82
1503960366,2016-04-18 01:00:00.000000,0,0,0,48
1503960366,2016-04-18 02:00:00.000000,0,0,0,47
1503960366,2016-04-18 03:00:00.000000,0,0,0,47
1503960366,2016-04-18 04:00:00.000000,0,0,0,47
1503960366,2016-04-18 05:00:00.000000,0,0,0,47
1503960366,2016-04-18 06:00:00.000000,0,0,0,47
1503960366,2016-04-18 07:00:00.000000,0,0,0,47
1503960366,2016-04-18 08:00:00.000000,0,0,0,47
1503960366,2016-04-18 09:00:00.000000,1688,39,0.65,133
1503960366,2016-04-18 10:00:00.000000,380,17,0.283333,81
1503960366,2016-04-18 11:00:00.000000,328,15,0.25,73
1503960366,2016-04-18 12:00:00.000000,1306,40,0.666667,118
1503960366,2016-04-18 13:00:00.000000,268,9,0.15,70
1503960366,2016-04-18 14:00:00.000000,137,7,0.116667,64
1503960366,2016-04-18 15:00:00.000000,495,14,0.233333,80
1503960366,2016-04-18 16:00:00.000000,277,17,0.283333,78
1503960366,2016-04-18 17:00:00.000000,304,18,0.3,79
1503960366,2016-04-18 18:00:00.000000,4074,114,1.9,234
1503960366,2016-04-18 19:00:00.000000,2101,30,0.5,157
1503960366,2016-04-18 20:00:00.000000,28,2,0.033333,57
1503960366,2016-04-18 21:00:00.000000,187,11,0.183333,68
1503960366,2016-04-18 22:00:00.000000,542,19,0.316667,86
1503960366,2016-04-18 23:00:00.000000,488,18,0.3,83
1503960366,2016-04-19 00:00:00.000000,0,0,0,47
1503960366,2016-04-19 01:00:00.000000,22,1,0.016667,49
1503960366,2016-04-19 02:00:00.000000,0,0,0,47
1503960366,2016-04-19 03:00:00.000000,9,2,0.033333,50
1503960366,2016-04-19 04:00:00.000000,0,0,0,47
1503960366,2016-04-19 05:00:00.000000,0,0,0,47
1503960366,2016-04-19 06:00:00.000000,7,1,0.016667,49
1503960366,2016-04-19 07:00:00.000000,316,19,0.316667,75
1503960366,2016-04-19 08:00:00.000000,1656,38,0.633333,130
1503960366,2016-04-19 09:00:00.000000,367,16,0.266667,79
1503960366,2016-04-19 10:00:00.000000,203,16,0.266667,75
1503960366,2016-04-19 11:00:00.000000,194,13,0.216667,72
1503960366,2016-04-19 12:00:00.000000,1887,61,1.016667,143
1503960366,2016-04-19 13:00:00.000000,2697,65,1.083333,171
1503960366,2016-04-19 14:00:00.000000,409,12,0.2,76
1503960366,2016-04-19 15:00:00.000000,299,12,0.2,72
1503960366,2016-04-19 16:00:00.000000,297,9,0.15,71
1503960366,2016-04-19 17:00:00.000000,732,13,0.216667,90
1503960366,2016-04-19 18:00:00.000000,1280,30,0.5,120
1503960366,2016-04-19 19:00:00.000000,397,31,0.516667,93
1503960366,2016-04-19 20:00:00.000000,2487,69,1.15,159
1503960366,2016-04-19 21:00:00.000000,826,16,0.266667,94
1503960366,2016-04-19 22:00:00.000000,52,4,0.066667,58
1503960366,2016-04-19 23:00:00.000000,1369,48,0.8,120
1503960366,2016-04-20 00:00:00.000000,16,2,0.033333,54
1503960366,2016-04-20 01:00:00.000000,36,2,0.033333,53
1503960366,2016-04-20 02:00:00.000000,0,0,0,47
1503960366,2016-04-20 03:00:00.000000,0,0,0,48
1503960366,2016-04-20 04:00:00.000000,0,0,0,48
1503960366,2016-04-20 05:00:00.000000,0,0,0,47
1503960366,2016-04-20 06:00:00.000000,0,0,0,48
1503960366,2016-04-20 07:00:00.000000,29,3,0.05,51
1503960366,2016-04-20 08:00:00.000000,264,14,0.233333,70
1503960366,2016-04-20 09:00:00.000000,1993,50,0.833333,144
1503960366,2016-04-20 10:00:00.000000,459,13,0.216667,79
1503960366,2016-04-20 11:00:00.000000,65,1,0.016667,58
1503960366,2016-04-20 12:00:00.000000,185,8,0.133333,64
1503960366,2016-04-20 13:00:00.000000,64,5,0.083333,61
1503960366,2016-04-20 14:00:00.000000,1270,39,0.65,113
1503960366,2016-04-20 15:00:00.000000,797,21,0.35,97
1503960366,2016-04-20 16:00:00.000000,261,11,0.183333,70
1503960366,2016-04-20 17:00:00.000000,13,2,0.033333,57
1503960366,2016-04-20 18:00:00.000000,1308,32,0.533333,114
1503960366,2016-04-20 19:00:00.000000,1558,36,0.6,117
1503960366,2016-04-20 20:00:00.000000,499,12,0.2,80
1503960366,2016-04-20 21:00:00.000000,395,22,0.366667,83
1503960366,2016-04-20 22:00:00.000000,77,7,0.116667,62
1503960366,2016-04-20 23:00:00.000000,1255,33,0.55,120
1503960366,2016-04-21 00:00:00.000000,17,2,0.033333,54
1503960366,2016-04-21 01:00:00.000000,129,8,0.133333,61
1503960366,2016-04-21 02:00:00.000000,81,5,0.083333,55
1503960366,2016-04-21 03:00:00.000000,0,0,0,48
1503960366,2016-04-21 04:00:00.000000,0,0,0,47
1503960366,2016-04-21 05:00:00.000000,0,0,0,47
1503960366,2016-04-21 06:00:00.000000,0,0,0,48
1503960366,2016-04-21 07:00:00.000000,38,3,0.05,52
1503960366,2016-04-21 08:00:00.000000,245,15,0.25,71
1503960366,2016-04-21 09:00:00.000000,1672,26,0.433333,133
1503960366,2016-04-21 10:00:00.000000,255,16,0.266667,77
1503960366,2016-04-21 11:00:00.000000,0,0,0,55
1503960366,2016-04-21 12:00:00.000000,384,11,0.183333,73
1503960366,2016-04-21 13:00:00.000000,1140,25,0.416667,113
1503960366,2016-04-21 14:00:00.000000,12,2,0.033333,58
1503960366,2016-04-21 15:00:00.000000,213,8,0.133333,68
1503960366,2016-04-21 16:00:00.000000,26,4,0.066667,60
1503960366,2016-04-21 17:00:00.000000,96,5,0.083333,60
1503960366,2016-04-21 18:00:00.000000,213,9,0.15,69
1503960366,2016-04-21 19:00:00.000000,100,8,0.133333,64
1503960366,2016-04-21 20:00:00.000000,3541,92,1.533333,213
1503960366,2016-04-21 21:00:00.000000,970,21,0.35,104
1503960366,2016-04-21 22:00:00.000000,89,9,0.15,63
1503960366,2016-04-21 23:00:00.000000,598,15,0.25,84
1503960366,2016-04-22 00:00:00.000000,0,0,0,47
1503960366,2016-04-22 01:00:00.000000,0,0,0,47
1503960366,2016-04-22 02:00:00.000000,0,0,0,47
1503960366,2016-04-22 03:00:00.000000,0,0,0,47
1503960366,2016-04-22 04:00:00.000000,0,0,0,47
1503960366,2016-04-22 05:00:00.000000,0,0,0,47
1503960366,2016-04-22 06:00:00.000000,0,0,0,47
1503960366,2016-04-22 07:00:00.000000,0,0,0,47
1503960366,2016-04-22 08:00:00.000000,0,0,0,47
1503960366,2016-04-22 09:00:00.000000,192,13,0.216667,65
1503960366,2016-04-22 10:00:00.000000,29,2,0.033333,54
1503960366,2016-04-22 11:00:00.000000,958,34,0.566667,102
1503960366,2016-04-22 12:00:00.000000,38,2,0.033333,57
1503960366,2016-04-22 13:00:00.000000,118,4,0.066667,60
1503960366,2016-04-22 14:00:00.000000,0,0,0,54
1503960366,2016-04-22 15:00:00.000000,180,10,0.166667,66
1503960366,2016-04-22 16:00:00.000000,22,4,0.066667,58
1503960366,2016-04-22 17:00:00.000000,1041,18,0.3,104
1503960366,2016-04-22 18:00:00.000000,514,23,0.383333,87
1503960366,2016-04-22 19:00:00.000000,629,16,0.266667,82
1503960366,2016-04-22 20:00:00.000000,329,13,0.216667,71
1503960366,2016-04-22 21:00:00.000000,5934,159,2.65,311
1503960366,2016-04-22 22:00:00.000000,855,30,0.5,95
1503960366,2016-04-22 23:00:00.000000,1925,54,0.9,136
1503960366,2016-04-23 00:00:00.000000,182,9,0.15,63
1503960366,2016-04-23 01:00:00.000000,0,0,0,47
1503960366,2016-04-23 02:00:00.000000,11,1,0.016667,49
1503960366,2016-04-23 03:00:00.000000,0,0,0,47
1503960366,2016-04-23 04:00:00.000000,0,0,0,47
1503960366,2016-04-23 05:00:00.000000,0,0,0,48
1503960366,2016-04-23 06:00:00.000000,12,2,0.033333,50
1503960366,2016-04-23 07:00:00.000000,0,0,0,48
1503960366,2016-04-23 08:00:00.000000,127,8,0.133333,59
1503960366,2016-04-23 09:00:00.000000,285,17,0.283333,75
1503960366,2016-04-23 10:00:00.000000,49,4,0.066667,56
1503960366,2016-04-23 11:00:00.000000,703,11,0.183333,84
1503960366,2016-04-23 12:00:00.000000,1597,49,0.816667,129
1503960366,2016-04-23 13:00:00.000000,1453,51,0.85,129
1503960366,2016-04-23 14:00:00.000000,202,20,0.333333,78
1503960366,2016-04-23 15:00:00.000000,158,15,0.25,73
1503960366,2016-04-23 16:00:00.000000,2008,52,0.866667,140
1503960366,2016-04-23 17:00:00.000000,1472,26,0.433333,121
1503960366,2016-04-23 18:00:00.000000,2569,66,1.1,173
1503960366,2016-04-23 19:00:00.000000,29,2,0.033333,51
1503960366,2016-04-23 20:00:00.000000,142,9,0.15,63
1503960366,2016-04-23 21:00:00.000000,2432,54,0.9,162
1503960366,2016-04-23 22:00:00.000000,709,25,0.416667,96
1503960366,2016-04-23 23:00:00.000000,231,6,0.1,60
1503960366,2016-04-24 00:00:00.000000,141,10,0.166667,66
1503960366,2016-04-24 01:00:00.000000,42,2,0.033333,54
1503960366,2016-04-24 02:00:00.000000,0,0,0,48
1503960366,2016-04-24 03:00:00.000000,0,0,0,48
1503960366,2016-04-24 04:00:00.000000,8,1,0.016667,49
1503960366,2016-04-24 05:00:00.000000,0,0,0,48
1503960366,2016-04-24 06:00:00.000000,7,1,0.016667,49
1503960366,2016-04-24 07:00:00.000000,0,0,0,47
1503960366,2016-04-24 08:00:00.000000,8,1,0.016667,49
1503960366,2016-04-24 09:00:00.000000,76,8,0.133333,59
1503960366,2016-04-24 10:00:00.000000,492,26,0.433333,90
1503960366,2016-04-24 11:00:00.000000,149,12,0.2,67
1503960366,2016-04-24 12:00:00.000000,548,12,0.2,82
1503960366,2016-04-24 13:00:00.000000,394,12,0.2,74
1503960366,2016-04-24 14:00:00.000000,26,1,0.016667,52
1503960366,2016-04-24 15:00:00.000000,27,2,0.033333,52
1503960366,2016-04-24 16:00:00.000000,885,29,0.483333,102
1503960366,2016-04-24 17:00:00.000000,411,25,0.416667,86
1503960366,2016-04-24 18:00:00.000000,911,40,0.666667,115
1503960366,2016-04-24 19:00:00.000000,4871,131,2.183333,270
1503960366,2016-04-24 20:00:00.000000,342,18,0.3,76
1503960366,2016-04-24 21:00:00.000000,244,17,0.283333,74
1503960366,2016-04-24 22:00:00.000000,66,7,0.116667,61
1503960366,2016-04-24 23:00:00.000000,391,10,0.166667,72
1503960366,2016-04-25 00:00:00.000000,95,8,0.133333,62
1503960366,2016-04-25 01:00:00.000000,22,3,0.05,53
1503960366,2016-04-25 02:00:00.000000,97,6,0.1,57
1503960366,2016-04-25 03:00:00.000000,0,0,0,47
1503960366,2016-04-25 04:00:00.000000,25,2,0.033333,50
1503960366,2016-04-25 05:00:00.000000,4,1,0.016667,49
1503960366,2016-04-25 06:00:00.000000,0,0,0,47
1503960366,2016-04-25 07:00:00.000000,44,3,0.05,52
1503960366,2016-04-25 08:00:00.000000,426,22,0.366667,83
1503960366,2016-04-25 09:00:00.000000,2041,46,0.766667,146
1503960366,2016-04-25 10:00:00.000000,258,12,0.2,73
1503960366,2016-04-25 11:00:00.000000,1468,24,0.4,121
1503960366,2016-04-25 12:00:00.000000,707,19,0.316667,92
1503960366,2016-04-25 13:00:00.000000,299,13,0.216667,75
1503960366,2016-04-25 14:00:00.000000,94,5,0.083333,62
1503960366,2016-04-25 15:00:00.000000,359,13,0.216667,76
1503960366,2016-04-25 16:00:00.000000,263,10,0.166667,71
1503960366,2016-04-25 17:00:00.000000,188,8,0.133333,67
1503960366,2016-04-25 18:00:00.000000,116,6,0.1,61
1503960366,2016-04-25 19:00:00.000000,2815,86,1.433333,182
1503960366,2016-04-25 20:00:00.000000,895,30,0.5,95
1503960366,2016-04-25 21:00:00.000000,4895,132,2.2,267
1503960366,2016-04-25 22:00:00.000000,188,11,0.183333,68
1503960366,2016-04-25 23:00:00.000000,56,3,0.05,54
1503960366,2016-04-26 00:00:00.000000,101,4,0.066667,56
1503960366,2016-04-26 01:00:00.000000,178,11,0.183333,66
1503960366,2016-04-26 02:00:00.000000,0,0,0,51
1503960366,2016-04-26 03:00:00.000000,145,11,0.183333,64
1503960366,2016-04-26 04:00:00.000000,0,0,0,48
1503960366,2016-04-26 05:00:00.000000,7,1,0.016667,49
1503960366,2016-04-26 06:00:00.000000,0,0,0,48
1503960366,2016-04-26 07:00:00.000000,28,3,0.05,52
1503960366,2016-04-26 08:00:00.000000,173,13,0.216667,67
1503960366,2016-04-26 09:00:00.000000,1826,31,0.516667,139
1503960366,2016-04-26 10:00:00.000000,666,22,0.366667,92
1503960366,2016-04-26 11:00:00.000000,266,17,0.283333,78
1503960366,2016-04-26 12:00:00.000000,415,10,0.166667,74
1503960366,2016-04-26 13:00:00.000000,1571,42,0.7,126
1503960366,2016-04-26 14:00:00.000000,1998,60,1,142
1503960366,2016-04-26 15:00:00.000000,323,9,0.15,74
1503960366,2016-04-26 16:00:00.000000,697,22,0.366667,93
1503960366,2016-04-26 17:00:00.000000,143,5,0.083333,60
1503960366,2016-04-26 18:00:00.000000,2513,72,1.2,169
1503960366,2016-04-26 19:00:00.000000,148,15,0.25,73
1503960366,2016-04-26 20:00:00.000000,1649,26,0.433333,127
1503960366,2016-04-26 21:00:00.000000,450,14,0.233333,79
1503960366,2016-04-26 22:00:00.000000,148,9,0.15,66
1503960366,2016-04-26 23:00:00.000000,310,21,0.35,80
1503960366,2016-04-27 00:00:00.000000,277,10,0.166667,68
1503960366,2016-04-27 01:00:00.000000,60,5,0.083333,59
1503960366,2016-04-27 02:00:00.000000,17,2,0.033333,53
1503960366,2016-04-27 03:00:00.000000,0,0,0,47
1503960366,2016-04-27 04:00:00.000000,0,0,0,47
1503960366,2016-04-27 05:00:00.000000,0,0,0,47
1503960366,2016-04-27 06:00:00.000000,0,0,0,47
1503960366,2016-04-27 07:00:00.000000,0,0,0,47
1503960366,2016-04-27 08:00:00.000000,0,0,0,47
1503960366,2016-04-27 09:00:00.000000,1916,33,0.55,149
1503960366,2016-04-27 10:00:00.000000,502,27,0.45,93
1503960366,2016-04-27 11:00:00.000000,797,23,0.383333,100
1503960366,2016-04-27 12:00:00.000000,701,12,0.2,89
1503960366,2016-04-27 13:00:00.000000,319,13,0.216667,76
1503960366,2016-04-27 14:00:00.000000,1932,35,0.583333,150
1503960366,2016-04-27 15:00:00.000000,59,6,0.1,63
1503960366,2016-04-27 16:00:00.000000,98,7,0.116667,64
1503960366,2016-04-27 17:00:00.000000,261,13,0.216667,73
1503960366,2016-04-27 18:00:00.000000,2714,73,1.216667,178
1503960366,2016-04-27 19:00:00.000000,5786,150,2.5,318
1503960366,2016-04-27 20:00:00.000000,2420,70,1.166667,174
1503960366,2016-04-27 21:00:00.000000,266,20,0.333333,76
1503960366,2016-04-27 22:00:00.000000,0,0,0,47
1503960366,2016-04-27 23:00:00.000000,0,0,0,47
1503960366,2016-04-28 00:00:00.000000,0,0,0,47
1503960366,2016-04-28 01:00:00.000000,127,10,0.166667,62
1503960366,2016-04-28 02:00:00.000000,0,0,0,48
1503960366,2016-04-28 03:00:00.000000,0,0,0,47
1503960366,2016-04-28 04:00:00.000000,0,0,0,48
1503960366,2016-04-28 05:00:00.000000,0,0,0,47
1503960366,2016-04-28 06:00:00.000000,0,0,0,48
1503960366,2016-04-28 07:00:00.000000,14,1,0.016667,49
1503960366,2016-04-28 08:00:00.000000,128,11,0.183333,63
1503960366,2016-04-28 09:00:00.000000,1192,38,0.633333,116
1503960366,2016-04-28 10:00:00.000000,987,19,0.316667,105
1503960366,2016-04-28 11:00:00.000000,288,10,0.166667,73
1503960366,2016-04-28 12:00:00.000000,317,16,0.266667,78
1503960366,2016-04-28 13:00:00.000000,1144,33,0.55,108
1503960366,2016-04-28 14:00:00.000000,1512,47,0.783333,124
1503960366,2016-04-28 15:00:00.000000,115,5,0.083333,61
1503960366,2016-04-28 16:00:00.000000,554,10,0.166667,81
1503960366,2016-04-28 17:00:00.000000,235,11,0.183333,72
1503960366,2016-04-28 18:00:00.000000,1829,56,0.933333,138
1503960366,2016-04-28 19:00:00.000000,13,1,0.016667,56
1503960366,2016-04-28 20:00:00.000000,2122,50,0.833333,151
1503960366,2016-04-28 21:00:00.000000,986,21,0.35,103
1503960366,2016-04-28 22:00:00.000000,16,2,0.033333,55
1503960366,2016-04-28 23:00:00.000000,1512,48,0.8,121
1503960366,2016-04-29 00:00:00.000000,202,9,0.15,65
1503960366,2016-04-29 01:00:00.000000,0,0,0,49
1503960366,2016-04-29 02:00:00.000000,71,4,0.066667,54
1503960366,2016-04-29 03:00:00.000000,0,0,0,47
1503960366,2016-04-29 04:00:00.000000,0,0,0,47
1503960366,2016-04-29 05:00:00.000000,0,0,0,48
1503960366,2016-04-29 06:00:00.000000,0,0,0,47
1503960366,2016-04-29 07:00:00.000000,27,3,0.05,52
1503960366,2016-04-29 08:00:00.000000,201,13,0.216667,67
1503960366,2016-04-29 09:00:00.000000,1820,33,0.55,142
1503960366,2016-04-29 10:00:00.000000,44,4,0.066667,60
1503960366,2016-04-29 11:00:00.000000,104,4,0.066667,60
1503960366,2016-04-29 12:00:00.000000,214,6,0.1,65
1503960366,2016-04-29 13:00:00.000000,41,6,0.1,62
1503960366,2016-04-29 14:00:00.000000,1711,56,0.933333,136
1503960366,2016-04-29 15:00:00.000000,1076,23,0.383333,110
1503960366,2016-04-29 16:00:00.000000,285,10,0.166667,73
1503960366,2016-04-29 17:00:00.000000,380,9,0.15,75
1503960366,2016-04-29 18:00:00.000000,118,5,0.083333,60
1503960366,2016-04-29 19:00:00.000000,267,11,0.183333,71
1503960366,2016-04-29 20:00:00.000000,386,16,0.266667,80
1503960366,2016-04-29 21:00:00.000000,1366,20,0.333333,118
1503960366,2016-04-29 22:00:00.000000,1111,27,0.45,111
1503960366,2016-04-29 23:00:00.000000,1757,56,0.933333,140
1503960366,2016-04-30 00:00:00.000000,19,1,0.016667,51
1503960366,2016-04-30 01:00:00.000000,65,7,0.116667,57
1503960366,2016-04-30 02:00:00.000000,0,0,0,47
1503960366,2016-04-30 03:00:00.000000,6,1,0.016667,49
1503960366,2016-04-30 04:00:00.000000,0,0,0,47
1503960366,2016-04-30 05:00:00.000000,0,0,0,48
1503960366,2016-04-30 06:00:00.000000,0,0,0,48
1503960366,2016-04-30 07:00:00.000000,0,0,0,48
1503960366,2016-04-30 08:00:00.000000,60,3,0.05,52
1503960366,2016-04-30 09:00:00.000000,148,11,0.183333,64
1503960366,2016-04-30 10:00:00.000000,239,17,0.283333,72
1503960366,2016-04-30 11:00:00.000000,127,7,0.116667,62
1503960366,2016-04-30 12:00:00.000000,92,4,0.066667,58
1503960366,2016-04-30 13:00:00.000000,141,11,0.183333,65
1503960366,2016-04-30 14:00:00.000000,520,22,0.366667,85
