id,activitydate,sedentaryminutes,lightlyactiveminutes,fairlyactiveminutes,veryactiveminutes
1844505072,4/15/2016,527,176,0,0
1844505072,4/16/2016,1293,147,0,0
1844505072,4/17/2016,1231,199,8,2
1844505072,4/18/2016,1211,217,12,0
1844505072,4/19/2016,1430,10,0,0
1844505072,4/20/2016,1439,1,0,0
1844505072,4/21/2016,1117,308,13,2
1844505072,4/22/2016,1220,220,0,0
1844505072,4/23/2016,1301,139,0,0
1844505072,4/27/2016,1439,1,0,0
1844505072,4/28/2016,1138,302,0,0
1844505072,4/29/2016,1082,247,0,0
1844505072,4/30/2016,218,184,0,0
1844505072,5/1/2016,585,75,7,0
1844505072,5/3/2016,1256,184,0,0
1844505072,5/4/2016,1353,87,0,0
1844505072,5/5/2016,1320,120,0,0
1844505072,5/6/2016,1438,2,0,0
1927972279,4/12/2016,734,55,0,0
1927972279,4/13/2016,986,32,0,0
1927972279,4/14/2016,1292,88,9,0
1927972279,4/15/2016,941,51,0,0
1927972279,4/18/2016,1423,17,0,0
1927972279,4/22/2016,1430,10,0,0
1927972279,4/23/2016,1295,145,0,0
1927972279,4/24/2016,1358,75,6,1
1927972279,4/25/2016,1303,12,0,0
1927972279,4/26/2016,1058,192,0,0
1927972279,4/28/2016,1167,95,0,0
1927972279,5/1/2016,1355,70,1,14
1927972279,5/2/2016,1322,94,8,16
1927972279,5/3/2016,1413,17,0,10
1927972279,5/4/2016,1353,87,0,0
1927972279,5/6/2016,1332,108,0,0
1927972279,5/7/2016,1392,48,0,0
2022484408,4/12/2016,1157,227,14,42
2022484408,4/13/2016,1100,292,5,43
2022484408,4/14/2016,1148,257,3,32
2022484408,4/15/2016,1122,282,9,27
2022484408,4/16/2016,1237,151,11,41
2022484408,4/17/2016,1052,331,29,28
2022484408,4/18/2016,1078,311,3,48
2022484408,4/19/2016,1152,250,7,31
2022484408,4/20/2016,1053,276,63,48
2022484408,4/21/2016,1028,255,53,104
2022484408,4/22/2016,1105,273,10,52
2022484408,4/23/2016,1191,249,0,0
2022484408,4/24/2016,1161,216,26,37
2022484408,4/25/2016,1171,217,8,44
2022484408,4/26/2016,1086,275,24,55
2022484408,4/27/2016,1119,282,20,19
2022484408,4/28/2016,1123,291,20,6
2022484408,4/29/2016,1098,281,40,21
2022484408,4/30/2016,1043,361,23,13
2022484408,5/1/2016,1142,245,28,25
2022484408,5/2/2016,1119,277,8,36
2022484408,5/3/2016,1104,250,14,72
2022484408,5/4/2016,1105,272,27,36
2022484408,5/5/2016,1112,253,20,55
2022484408,5/6/2016,1104,295,17,24
2022484408,5/7/2016,1269,149,2,20
2022484408,5/8/2016,1305,135,0,0
2022484408,5/9/2016,1061,297,47,35
2022484408,5/10/2016,1084,271,28,57
2022484408,5/11/2016,1133,224,25,58
2022484408,5/12/2016,728,236,16,16
2026352035,4/12/2016,706,181,8,3
2026352035,4/13/2016,663,238,0,0
2026352035,4/14/2016,653,197,0,0
2026352035,4/15/2016,687,188,0,0
2026352035,4/16/2016,728,150,0,0
2026352035,4/17/2016,1053,60,0,0
2026352035,4/18/2016,1062,182,0,0
2026352035,4/19/2016,785,141,0,0
2026352035,4/20/2016,623,327,0,0
2026352035,4/21/2016,749,153,0,0
2026352035,4/22/2016,712,162,0,0
2026352035,4/23/2016,458,432,0,0
2026352035,4/24/2016,704,164,0,0
2026352035,4/25/2016,821,260,0,0
2026352035,4/26/2016,1018,288,0,0
2026352035,4/27/2016,586,286,0,0
2026352035,4/28/2016,626,331,0,0
2026352035,4/29/2016,492,352,0,0
2026352035,4/30/2016,594,233,0,0
2026352035,5/1/2016,716,191,0,0
2026352035,5/2/2016,716,355,0,0
2026352035,5/3/2016,981,304,0,0
2026352035,5/4/2016,530,345,0,0
2026352035,5/5/2016,479,475,0,0
2026352035,5/6/2016,511,383,0,0
2026352035,5/7/2016,665,229,0,0
2026352035,5/8/2016,610,258,0,0
2026352035,5/9/2016,543,401,0,0
2026352035,5/10/2016,1002,17,0,0
2026352035,5/11/2016,569,330,0,0
2026352035,5/12/2016,330,343,0,0
2320127002,4/12/2016,1112,306,9,13
2320127002,4/13/2016,1105,335,0,0
2320127002,4/14/2016,1249,191,0,0
2320127002,4/15/2016,1195,245,0,0
2320127002,4/16/2016,1245,195,0,0
2320127002,4/17/2016,1191,249,0,0
2320127002,4/18/2016,1173,260,7,0
2320127002,4/19/2016,1201,228,11,0
2320127002,4/20/2016,1146,283,11,0
2320127002,4/21/2016,1302,127,10,1
2320127002,4/22/2016,1174,266,0,0
2320127002,4/23/2016,1129,242,0,0
2320127002,4/24/2016,1236,204,0,0
2320127002,4/25/2016,1280,152,5,3
2320127002,4/26/2016,1293,147,0,0
2320127002,4/27/2016,1358,82,0,0
2320127002,4/28/2016,1364,76,0,0
2320127002,4/29/2016,1395,45,0,0
2320127002,4/30/2016,1206,234,0,0
2320127002,5/1/2016,1400,40,0,0
2320127002,5/2/2016,1306,123,6,5
2320127002,5/3/2016,1204,206,10,20
2320127002,5/4/2016,1388,52,0,0
2320127002,5/5/2016,1206,223,11,0
2320127002,5/6/2016,1236,204,0,0
2320127002,5/7/2016,1121,319,0,0
2320127002,5/8/2016,1193,247,0,0
2320127002,5/9/2016,1295,145,0,0
2320127002,5/10/2016,1150,290,0,0
2320127002,5/11/2016,1140,300,0,0
2320127002,5/12/2016,830,128,0,0
2347167796,4/12/2016,964,320,13,28
2347167796,4/13/2016,676,195,32,19
2347167796,4/14/2016,705,206,48,1
2347167796,4/15/2016,720,284,24,1
2347167796,4/16/2016,968,268,72,66
2347167796,4/17/2016,508,249,7,1
2347167796,4/18/2016,678,206,16,11
2347167796,4/19/2016,648,382,7,0
2347167796,4/20/2016,1011,269,43,11
2347167796,4/21/2016,761,208,26,23
2347167796,4/22/2016,781,206,27,9
2347167796,4/23/2016,591,360,35,32
2347167796,4/24/2016,584,360,0,0
2347167796,4/25/2016,653,277,11,15
2347167796,4/26/2016,732,227,0,0
2347167796,4/27/2016,623,295,9,26
2347167796,4/28/2016,764,229,0,0
2347167796,4/29/2016,2,4,0,0
2873212765,4/12/2016,1061,356,21,2
2873212765,4/13/2016,1028,404,8,0
2873212765,4/14/2016,1109,331,0,0
2873212765,4/15/2016,992,448,0,0
2873212765,4/16/2016,1087,305,1,47
2873212765,4/17/2016,1272,160,8,0
2873212765,4/18/2016,1122,311,6,1
2873212765,4/19/2016,1051,389,0,0
2873212765,4/20/2016,1035,378,5,22
2873212765,4/21/2016,1057,371,10,2
2873212765,4/22/2016,1028,366,0,46
2873212765,4/23/2016,1077,330,5,28
2873212765,4/24/2016,1203,190,1,46
2873212765,4/25/2016,1081,359,0,0
2873212765,4/26/2016,1124,309,5,2
2873212765,4/27/2016,1197,197,0,46
2873212765,4/28/2016,1192,213,7,28
2873212765,4/29/2016,1191,206,23,20
2873212765,4/30/2016,1167,248,20,5
2873212765,5/1/2016,1219,196,18,7
2873212765,5/2/2016,1099,334,7,0
2873212765,5/3/2016,1070,363,6,1
2873212765,5/4/2016,1020,420,0,0
2873212765,5/5/2016,1093,311,23,13
2873212765,5/6/2016,1065,370,5,0
2873212765,5/7/2016,1302,52,11,75
2873212765,5/8/2016,1068,326,0,46
2873212765,5/9/2016,1095,345,0,0
2873212765,5/10/2016,1067,373,0,0
2873212765,5/11/2016,1121,319,0,0
2873212765,5/12/2016,720,268,0,0
3372868164,4/12/2016,1160,280,0,0
3372868164,4/13/2016,1045,371,8,16
3372868164,4/14/2016,1039,370,25,6
3372868164,4/15/2016,1105,335,0,0
3372868164,4/16/2016,1084,356,0,0
3372868164,4/17/2016,1105,322,2,11
3372868164,4/18/2016,1070,343,7,20
3372868164,4/19/2016,1064,376,0,0
3372868164,4/20/2016,1148,274,3,15
3372868164,4/21/2016,1037,376,9,18
3372868164,4/22/2016,1234,206,0,0
3372868164,4/23/2016,1115,303,2,20
3372868164,4/24/2016,1127,292,7,14
3372868164,4/25/2016,1024,416,0,0
3372868164,4/26/2016,1083,333,2,22
3372868164,4/27/2016,1057,346,13,24
3372868164,4/28/2016,1055,385,0,0
3372868164,4/29/2016,1038,402,0,0
3372868164,4/30/2016,1119,300,4,17
3372868164,5/1/2016,842,172,0,0
3977333714,4/12/2016,777,131,19,44
3977333714,4/13/2016,754,153,46,31
3977333714,4/14/2016,801,214,23,5
3977333714,4/15/2016,644,183,42,15
3977333714,4/16/2016,663,153,83,31
3977333714,4/17/2016,600,205,58,11
3977333714,4/18/2016,605,214,95,4
3977333714,4/19/2016,738,221,67,19
3977333714,4/20/2016,845,164,98,2
3977333714,4/21/2016,712,242,0,0
3977333714,4/22/2016,731,188,12,33
3977333714,4/23/2016,724,252,92,0
3977333714,4/24/2016,660,129,95,30
3977333714,4/25/2016,781,133,9,50
3977333714,4/26/2016,797,170,95,7
3977333714,4/27/2016,714,176,10,0
3977333714,4/28/2016,804,190,8,15
3977333714,4/29/2016,744,150,32,36
3977333714,4/30/2016,687,194,52,43
3977333714,5/1/2016,691,124,40,41
3977333714,5/2/2016,713,176,143,24
3977333714,5/3/2016,594,258,41,47
3977333714,5/4/2016,852,142,96,14
3977333714,5/5/2016,680,178,88,14
3977333714,5/6/2016,676,168,55,29
3977333714,5/7/2016,703,208,86,0
3977333714,5/8/2016,688,171,116,9
3977333714,5/9/2016,1159,151,122,8
3977333714,5/10/2016,676,196,115,1
3977333714,5/11/2016,13,9,0,4
4020332650,4/12/2016,712,331,15,4
4020332650,4/14/2016,1437,3,0,0
4020332650,4/15/2016,1299,87,18,36
4020332650,4/16/2016,1222,55,21,65
4020332650,4/17/2016,1438,2,0,0
4020332650,4/18/2016,1438,2,0,0
4020332650,5/2/2016,1350,31,11,0
4020332650,5/3/2016,950,174,0,0
4020332650,5/4/2016,531,346,46,13
4020332650,5/5/2016,916,196,42,38
4020332650,5/6/2016,855,177,0,0
4020332650,5/7/2016,1256,184,0,0
4020332650,5/8/2016,775,263,0,0
4020332650,5/9/2016,1225,173,5,3
4020332650,5/10/2016,774,206,0,0
4020332650,5/11/2016,1296,134,8,2
4020332650,5/12/2016,721,21,0,0
4057192912,4/12/2016,1276,164,0,0
4057192912,4/13/2016,1280,160,0,0
4057192912,4/15/2016,873,88,6,3
4319703577,4/13/2016,1234,96,15,8
4319703577,4/14/2016,589,339,9,1
4319703577,4/15/2016,752,228,0,0
4319703577,4/16/2016,724,194,0,0
4319703577,4/17/2016,1363,3,0,0
4319703577,4/18/2016,824,58,9,1
4319703577,4/19/2016,604,311,0,0
4319703577,4/20/2016,671,306,18,0
4319703577,4/21/2016,1265,34,0,0
4319703577,4/22/2016,709,176,19,1
4319703577,4/23/2016,546,233,0,0
4319703577,4/24/2016,692,191,5,1
4319703577,4/25/2016,544,390,8,0
4319703577,4/26/2016,649,288,21,8
4319703577,4/27/2016,680,300,47,6
4319703577,4/28/2016,552,359,8,13
4319703577,4/29/2016,624,289,18,6
4319703577,4/30/2016,695,196,38,6
4319703577,5/1/2016,836,67,0,0
4319703577,5/2/2016,585,344,11,0
4319703577,5/3/2016,669,287,26,8
4319703577,5/4/2016,1106,313,13,8
4319703577,5/5/2016,957,328,34,27
4319703577,5/6/2016,692,314,11,6
4319703577,5/7/2016,586,279,28,3
4319703577,5/8/2016,603,153,0,0
4319703577,5/9/2016,490,374,14,2
4319703577,5/10/2016,555,329,12,3
4319703577,5/11/2016,574,311,18,3
4319703577,5/12/2016,0,2,0,0
4388161847,4/13/2016,1275,150,14,1
4388161847,4/14/2016,945,219,35,10
4388161847,4/15/2016,837,299,0,0
4388161847,4/16/2016,609,253,9,6
4388161847,4/17/2016,721,201,0,0
4388161847,4/18/2016,1017,239,8,27
4388161847,4/19/2016,704,249,16,20
4388161847,4/20/2016,696,228,42,19
4388161847,4/21/2016,853,272,12,7
4388161847,4/22/2016,945,220,25,77
4388161847,4/23/2016,749,215,5,58
4388161847,4/24/2016,584,239,8,14
4388161847,4/25/2016,1054,301,31,11
4388161847,4/26/2016,673,224,23,14
4388161847,4/27/2016,684,241,48,11
4388161847,4/28/2016,878,234,9,19
4388161847,4/29/2016,1175,236,16,13
4388161847,4/30/2016,537,300,43,14
4388161847,5/1/2016,579,241,15,12
4388161847,5/2/2016,935,204,4,33
4388161847,5/3/2016,984,306,18,18
4388161847,5/4/2016,632,251,21,35
4388161847,5/5/2016,896,199,39,12
4388161847,5/6/2016,1100,262,45,33
4388161847,5/7/2016,508,260,56,120
4388161847,5/8/2016,576,178,38,107
4388161847,5/9/2016,1020,258,19,6
4388161847,5/10/2016,648,267,14,13
4388161847,5/11/2016,858,256,18,8
4388161847,5/12/2016,825,108,0,0
4445114986,4/12/2016,787,196,0,0
4445114986,4/13/2016,840,194,0,0
4445114986,4/14/2016,717,231,0,0
4445114986,4/15/2016,711,350,0,0
4445114986,4/16/2016,716,225,0,0
4445114986,4/17/2016,1219,114,0,0
4445114986,4/18/2016,1247,162,6,25
4445114986,4/19/2016,895,121,0,0
4445114986,4/20/2016,841,137,0,0
4445114986,4/21/2016,756,215,0,0
4445114986,4/22/2016,706,317,0,0
4445114986,4/23/2016,1239,201,0,0
4445114986,4/24/2016,1196,244,0,0
4445114986,4/25/2016,916,179,0,0
4445114986,4/26/2016,839,180,1,29
4445114986,4/27/2016,839,194,1,32
4445114986,4/28/2016,762,236,0,0
4445114986,4/29/2016,1106,226,0,0
4445114986,4/30/2016,797,290,0,0
4445114986,5/1/2016,741,240,0,0
4445114986,5/2/2016,667,200,4,27
4445114986,5/3/2016,725,233,2,30
4445114986,5/4/2016,897,180,0,0
4445114986,5/5/2016,734,185,6,2
4445114986,5/6/2016,809,229,0,0
4445114986,5/7/2016,866,108,4,26
4445114986,5/8/2016,733,308,8,0
4445114986,5/9/2016,641,266,0,0
4445114986,5/10/2016,783,231,0,0
4445114986,5/11/2016,622,232,22,34
4445114986,5/12/2016,380,58,0,0
4558609924,4/12/2016,1122,318,0,0
4558609924,4/13/2016,1287,127,7,19
4558609924,4/14/2016,1161,279,0,0
4558609924,4/15/2016,1131,262,30,17
4558609924,4/16/2016,1112,308,12,8
4558609924,4/17/2016,1110,304,19,7
4558609924,4/18/2016,1080,331,15,14
4558609924,4/19/2016,1182,248,9,1
4558609924,4/20/2016,1218,222,0,0
4558609924,4/21/2016,844,432,21,6
4558609924,4/22/2016,1122,273,25,20
4558609924,4/23/2016,1122,308,5,5
4558609924,4/24/2016,1045,395,0,0
4558609924,4/25/2016,993,340,10,18
4558609924,4/26/2016,1062,283,41,12
4558609924,4/27/2016,1087,312,14,27
4558609924,4/28/2016,985,367,11,1
4558609924,4/29/2016,1096,197,29,15
4558609924,4/30/2016,1111,293,29,7
4558609924,5/1/2016,1121,190,0,0
4558609924,5/2/2016,1057,383,0,0
4558609924,5/3/2016,1172,237,10,21
4558609924,5/4/2016,1188,252,0,0
4558609924,5/5/2016,1048,370,8,14
4558609924,5/6/2016,1238,202,0,0
4558609924,5/7/2016,1116,233,16,23
4558609924,5/8/2016,1019,238,35,66
4558609924,5/9/2016,1065,339,30,6
4558609924,5/10/2016,1191,220,18,11
4558609924,5/11/2016,1081,324,31,4
4558609924,5/12/2016,736,247,0,0
4702921684,4/12/2016,718,263,0,0
4702921684,4/13/2016,777,258,0,0
4702921684,4/14/2016,772,271,0,0
4702921684,4/15/2016,944,256,8,1
4702921684,4/16/2016,556,335,24,3
4702921684,4/17/2016,437,302,66,12
4702921684,4/18/2016,890,191,30,22
4702921684,4/19/2016,757,179,8,10
4702921684,4/20/2016,717,260,29,2
4702921684,4/21/2016,901,144,41,4
4702921684,4/22/2016,1341,72,0,0
4702921684,4/23/2016,469,408,66,9
4702921684,4/24/2016,542,281,95,15
4702921684,4/25/2016,730,270,15,6
4702921684,4/26/2016,765,216,8,1
4702921684,4/27/2016,733,238,16,1
4702921684,4/28/2016,738,232,9,14
4702921684,4/29/2016,692,267,19,12
4702921684,4/30/2016,728,263,36,4
4702921684,5/2/2016,1131,195,40,5
4702921684,5/3/2016,729,313,0,0
4702921684,5/4/2016,757,251,15,4
4702921684,5/5/2016,745,241,5,8
4702921684,5/6/2016,682,207,16,1
4702921684,5/7/2016,577,439,46,5
4702921684,5/8/2016,1019,192,125,9
4702921684,5/9/2016,746,253,12,0
4702921684,5/10/2016,701,262,37,1
4702921684,5/11/2016,784,235,41,10
4702921684,5/12/2016,241,68,0,0
5553957443,4/12/2016,767,277,13,19
5553957443,4/13/2016,647,226,0,0
5553957443,4/14/2016,693,256,41,61
5553957443,4/15/2016,689,239,38,58
5553957443,4/16/2016,521,288,0,0
5553957443,4/17/2016,943,46,0,0
5553957443,4/18/2016,622,206,0,0
5553957443,4/19/2016,756,249,28,69
5553957443,4/20/2016,598,148,0,0
5553957443,4/21/2016,801,177,42,47
5553957443,4/22/2016,781,270,16,25
5553957443,4/23/2016,443,272,0,0
5553957443,4/24/2016,582,104,0,0
5553957443,4/25/2016,732,201,11,51
5553957443,4/26/2016,750,238,18,40
5553957443,4/27/2016,745,206,16,16
5553957443,4/28/2016,727,165,13,49
5553957443,4/29/2016,709,270,15,46
5553957443,4/30/2016,506,84,0,0
5553957443,5/1/2016,436,237,0,0
5553957443,5/2/2016,724,227,9,23
5553957443,5/3/2016,812,247,29,26
5553957443,5/4/2016,651,224,0,0
5553957443,5/5/2016,692,241,29,44
5553957443,5/6/2016,761,229,9,21
5553957443,5/7/2016,902,96,0,0
5553957443,5/8/2016,505,210,8,3
5553957443,5/9/2016,667,251,22,59
5553957443,5/10/2016,707,265,40,61
5553957443,5/11/2016,628,195,0,0
5553957443,5/12/2016,222,48,6,8
5577150313,4/12/2016,728,140,16,86
5577150313,4/13/2016,776,144,11,15
5577150313,4/14/2016,662,176,30,118
5577150313,4/15/2016,695,199,54,115
5577150313,4/16/2016,472,158,56,184
5577150313,4/17/2016,525,159,37,200
5577150313,4/18/2016,623,130,32,114
5577150313,4/19/2016,733,111,23,108
5577150313,4/20/2016,773,113,16,87
5577150313,4/21/2016,670,175,74,110
5577150313,4/22/2016,823,200,30,62
5577150313,4/23/2016,627,223,24,24
5577150313,4/24/2016,425,141,65,210
5577150313,4/25/2016,743,214,38,61
5577150313,4/26/2016,759,181,32,38
5577150313,4/27/2016,773,190,16,63
5577150313,4/28/2016,692,141,51,99
5577150313,4/29/2016,739,165,36,97
5577150313,4/30/2016,621,163,45,207
5577150313,5/1/2016,499,178,72,194
5577150313,5/2/2016,732,235,20,37
5577150313,5/3/2016,580,212,8,97
5577150313,5/4/2016,631,141,9,25
5577150313,5/5/2016,1153,143,21,45
5577150313,5/6/2016,1304,79,16,41
5577150313,5/9/2016,1099,70,11,34
5577150313,5/10/2016,639,194,37,104
5577150313,5/11/2016,257,63,15,45
6117666160,4/15/2016,921,513,6,0
6117666160,4/16/2016,502,518,15,7
6117666160,4/17/2016,702,312,0,0
6117666160,4/18/2016,759,241,0,0
6117666160,4/19/2016,425,480,0,0
6117666160,4/20/2016,587,349,10,26
6117666160,4/21/2016,579,294,19,11
6117666160,4/22/2016,413,402,0,0
6117666160,4/23/2016,468,512,0,0
6117666160,4/24/2016,711,362,0,0
6117666160,4/26/2016,1077,352,7,0
6117666160,4/27/2016,417,458,0,0
6117666160,4/28/2016,758,141,0,0
6117666160,4/29/2016,479,461,0,0
6117666160,4/30/2016,1040,343,0,0
6117666160,5/1/2016,525,397,0,0
6117666160,5/2/2016,1204,236,0,0
6117666160,5/4/2016,1279,156,0,0
6117666160,5/5/2016,479,487,0,0
6117666160,5/6/2016,673,133,0,0
6117666160,5/7/2016,456,412,0,0
6117666160,5/8/2016,517,318,0,0
6117666160,5/9/2016,125,197,0,0
6290855005,4/12/2016,1241,199,0,0
6290855005,4/13/2016,1090,350,0,0
6290855005,4/14/2016,1077,363,0,0
6290855005,4/15/2016,1112,328,0,0
6290855005,4/16/2016,1182,258,0,0
6290855005,4/17/2016,1172,225,12,31
6290855005,4/18/2016,1169,271,0,0
6290855005,4/19/2016,1119,321,0,0
6290855005,4/20/2016,1182,258,0,0
6290855005,4/22/2016,1138,302,0,0
6290855005,4/24/2016,1182,258,0,0
6290855005,4/25/2016,1180,249,3,8
6290855005,4/27/2016,1153,287,0,0
6290855005,4/28/2016,1185,255,0,0
6290855005,4/30/2016,1116,324,0,0
6290855005,5/1/2016,1055,282,95,8
6290855005,5/2/2016,1172,268,0,0
6290855005,5/3/2016,1200,240,0,0
6290855005,5/4/2016,1168,272,0,0
6290855005,5/5/2016,1201,239,0,0
6290855005,5/6/2016,1135,305,0,0
6290855005,5/7/2016,1213,227,0,0
6290855005,5/8/2016,1189,251,0,0
6290855005,5/9/2016,800,264,0,0
6775888955,4/13/2016,1053,85,18,17
6775888955,4/14/2016,863,105,24,14
6775888955,4/15/2016,976,58,0,0
6775888955,4/16/2016,1377,9,18,36
6775888955,4/17/2016,1392,19,24,5
6775888955,4/18/2016,1233,146,31,30
6775888955,4/20/2016,1079,178,113,70
6775888955,4/22/2016,1420,20,0,0
6775888955,4/24/2016,1400,11,18,11
6775888955,4/25/2016,1302,92,13,33
6775888955,4/26/2016,1321,47,30,42
6775888955,4/28/2016,1410,15,13,2
6775888955,4/30/2016,1344,84,9,3
6775888955,5/1/2016,1347,50,34,9
6775888955,5/3/2016,1439,1,0,0
6775888955,5/6/2016,1318,75,35,12
6775888955,5/7/2016,551,49,5,2
6962181067,4/12/2016,796,189,14,50
6962181067,4/13/2016,548,142,24,8
6962181067,4/14/2016,862,86,0,0
6962181067,4/15/2016,837,217,0,0
6962181067,4/16/2016,741,280,3,50
6962181067,4/17/2016,634,295,13,5
6962181067,4/18/2016,689,238,42,13
6962181067,4/19/2016,659,195,41,35
6962181067,4/20/2016,639,297,4,48
6962181067,4/21/2016,708,214,27,53
6962181067,4/22/2016,659,240,33,30
6962181067,4/23/2016,484,347,41,58
6962181067,4/24/2016,720,199,0,0
6962181067,4/25/2016,637,282,31,35
6962181067,4/26/2016,680,254,7,36
6962181067,4/27/2016,697,279,38,7
6962181067,4/28/2016,621,288,8,38
6962181067,4/29/2016,645,369,15,12
6962181067,4/30/2016,731,237,16,32
6962181067,5/1/2016,722,215,0,0
6962181067,5/2/2016,655,313,39,18
6962181067,5/3/2016,654,267,36,21
6962181067,5/4/2016,683,284,36,15
6962181067,5/5/2016,591,305,22,14
6962181067,5/6/2016,717,299,0,0
6962181067,5/7/2016,745,328,0,0
6962181067,5/8/2016,709,151,14,0
6962181067,5/9/2016,607,231,21,43
6962181067,5/10/2016,626,275,34,62
6962181067,5/11/2016,709,199,7,24
6962181067,5/12/2016,127,105,8,0
7007744171,4/12/2016,1024,355,8,53
7007744171,4/13/2016,1101,261,22,56
7007744171,4/14/2016,1096,304,6,34
7007744171,4/15/2016,1238,202,0,0
7007744171,4/16/2016,1155,203,0,0
7007744171,4/17/2016,1135,305,0,0
7007744171,4/18/2016,1077,284,31,48
7007744171,4/19/2016,1066,304,17,53
7007744171,4/20/2016,1000,347,33,60
7007744171,4/21/2016,1049,327,34,30
7007744171,4/22/2016,1065,261,50,64
7007744171,4/23/2016,1190,223,25,2
7007744171,4/24/2016,1021,419,0,0
7007744171,4/25/2016,986,379,24,51
7007744171,4/26/2016,978,424,22,16
7007744171,4/27/2016,1041,337,12,50
7007744171,4/28/2016,1007,401,16,16
7007744171,4/29/2016,961,382,42,55
7007744171,4/30/2016,1240,200,0,0
7007744171,5/1/2016,1142,237,0,0
7007744171,5/2/2016,1112,250,14,64
7007744171,5/3/2016,1021,330,31,58
7007744171,5/5/2016,1047,317,23,53
7007744171,5/6/2016,1136,247,13,44
7086361926,4/12/2016,745,153,6,59
7086361926,4/13/2016,744,155,26,31
7086361926,4/14/2016,787,189,32,35
7086361926,4/15/2016,864,139,21,30
7086361926,4/16/2016,1437,3,0,0
7086361926,4/18/2016,1136,114,51,61
7086361926,4/19/2016,671,124,69,67
